"ad_date","campaign_name","adset_name","spend","impressions","reach","clicks","leads","value","url_parameters"
2021-07-18,Crazy discounts,Improvement,1729,3483,3822,292,7,1181,utm_source=google&utm_mediun=cpc&utm_campaign=nan
2021-08-31,Promos,Parents,8409,28566,5976,125,1,9253,utm_source=google&utm_mediun=cpc&utm_campaign=discounts
2021-08-07,Crazy discounts,Improvement,1753,16871,12261,231,4,1163,utm_source=google&utm_mediun=cpc&utm_campaign=nan
2021-11-14,Wholesale,Clean,1566,4183,5401,8,0,1778,utm_source=google&utm_mediun=cpc&utm_campaign=cheap
2022-03-29,Expansion,Pretty,4511,5669,5893,238,6,5316,utm_source=google&utm_mediun=cpc&utm_campaign=twitch
2021-08-12,Crazy discounts,Improvement,2265,15420,5478,105,4,3718,utm_source=google&utm_mediun=cpc&utm_campaign=nan
2021-01-22,Discounts,True power,1755,1661,3526,199,4,1415,utm_source=google&utm_mediun=cpc&utm_campaign=discounts
2021-08-28,Wholesale,Interests,9196,19434,7289,82,5,7106,utm_source=google&utm_mediun=cpc&utm_campaign=hobby
2021-02-04,Discounts,True power,2156,10329,6699,58,1,3050,utm_source=google&utm_mediun=cpc&utm_campaign=discounts
2021-10-13,Wholesale,Wide,1755,668,438,3,1,1153,utm_source=google&utm_mediun=cpc&utm_campaign=cheap
2021-07-13,Wholesale,Interests,1431,14102,3116,85,2,1816,utm_source=google&utm_mediun=cpc&utm_campaign=hobby
2021-09-28,Wholesale,Interests,540,4859,2980,22,1,685,utm_source=google&utm_mediun=cpc&utm_campaign=hobby
2022-06-23,Expansion,Products,23610,14680,8214,116,1,37967,utm_source=google&utm_mediun=cpc&utm_campaign=upgrade
2021-01-24,Discounts,True power,2295,2122,6227,173,5,2930,utm_source=google&utm_mediun=cpc&utm_campaign=discounts
2021-12-26,Wholesale,Wide,2729,4594,2887,23,1,1949,utm_source=google&utm_mediun=cpc&utm_campaign=cheap
2021-07-25,Crazy discounts,Improvement,1369,7755,2424,54,5,2235,utm_source=google&utm_mediun=cpc&utm_campaign=nan
2021-09-19,Promos,Parents,7731,8472,28592,94,1,8206,utm_source=google&utm_mediun=cpc&utm_campaign=discounts
2022-04-25,Hobbies,Slow,6129,56831,6621,308,3,7618,utm_source=google&utm_mediun=cpc&utm_campaign=upgrades
2021-07-31,Wholesale,Wide,4909,6782,2099,15,1,5674,utm_source=google&utm_mediun=cpc&utm_campaign=cheap
2021-07-11,Electronics,Narrow,9326,22214,24603,210,5,7961,utm_source=google&utm_mediun=cpc&utm_campaign=discounts
2021-08-19,Wholesale,Wide,1929,5076,1577,28,0,1706,utm_source=google&utm_mediun=cpc&utm_campaign=cheap
2021-09-12,Wholesale,Clean,6952,11888,10120,52,1,8421,utm_source=google&utm_mediun=cpc&utm_campaign=cheap
2021-05-08,Promos,Parents,2494,9121,6052,65,1,3872,utm_source=google&utm_mediun=cpc&utm_campaign=discounts
2020-12-06,Discounts,True power,2225,12710,1560,289,8,1704,utm_source=google&utm_mediun=cpc&utm_campaign=discounts
2021-08-09,Wholesale,Interests,1282,15760,19476,109,5,1775,utm_source=google&utm_mediun=cpc&utm_campaign=hobby
2022-04-03,Hobbies,Outdoors,388,5892,42421,164,12,505,utm_source=google&utm_mediun=cpc&utm_campaign=upgrades
2021-05-12,Electronics,Narrow,13610,27227,42442,372,3,12730,utm_source=google&utm_mediun=cpc&utm_campaign=discounts
2022-04-18,Hobbies,Slow,4127,41519,14054,62,1,4314,utm_source=google&utm_mediun=cpc&utm_campaign=upgrades
2021-10-16,Electronics,Narrow,6262,41201,57977,148,1,4921,utm_source=google&utm_mediun=cpc&utm_campaign=discounts
2021-02-10,Discounts,True power,1947,5405,7525,109,2,2178,utm_source=google&utm_mediun=cpc&utm_campaign=discounts
2022-06-16,Hobbies,Unlimited,3358,15613,12016,77,3,3361,utm_source=google&utm_mediun=cpc&utm_campaign=upgrades
2020-12-08,Discounts,True power,936,4753,3106,102,4,965,utm_source=google&utm_mediun=cpc&utm_campaign=discounts
2021-07-04,New items,Development,3663,3107,8575,168,2,4089,utm_source=google&utm_mediun=cpc&utm_campaign=nan
2022-05-13,Hobbies,Tinkering,3949,5244,27117,77,3,3708,utm_source=google&utm_mediun=cpc&utm_campaign=upgrades
2021-09-22,Promos,Parents,5385,31649,9392,114,0,5626,utm_source=google&utm_mediun=cpc&utm_campaign=discounts
2021-06-22,Promos,Parents,2491,20352,14315,88,4,3902,utm_source=google&utm_mediun=cpc&utm_campaign=discounts
2021-08-15,Crazy discounts,Improvement,2267,7195,8487,83,3,3307,utm_source=google&utm_mediun=cpc&utm_campaign=nan
2022-05-06,Hobbies,Outdoors,1371,22456,20170,214,13,1559,utm_source=google&utm_mediun=cpc&utm_campaign=upgrades
2021-09-26,Wholesale,Clean,3542,5627,6281,11,0,4405,utm_source=google&utm_mediun=cpc&utm_campaign=cheap
2021-11-29,Wholesale,Interests,1350,3725,764,18,1,1315,utm_source=google&utm_mediun=cpc&utm_campaign=hobby
2021-07-02,Wholesale,Starting up,1,10,24,0,0,1,utm_source=google&utm_mediun=cpc&utm_campaign=startup
2021-07-28,Wholesale,Wide,5338,2785,3676,51,2,6131,utm_source=google&utm_mediun=cpc&utm_campaign=cheap
2021-07-21,Electronics,Narrow,3811,15296,64845,655,9,3044,utm_source=google&utm_mediun=cpc&utm_campaign=discounts
2022-05-20,Hobbies,Quick,2039,3018,13976,34,1,2167,utm_source=google&utm_mediun=cpc&utm_campaign=upgrades
2021-07-30,Electronics,Narrow,26785,19665,17836,283,5,27070,utm_source=google&utm_mediun=cpc&utm_campaign=discounts
2022-03-26,Expansion,Pretty,25555,12760,6832,41,6,24352,utm_source=google&utm_mediun=cpc&utm_campaign=twitch
2022-04-07,Hobbies,Outdoors,5544,61734,61801,262,10,8528,utm_source=google&utm_mediun=cpc&utm_campaign=upgrades
2021-11-12,Wholesale,Wide,1536,1208,2340,12,0,1275,utm_source=google&utm_mediun=cpc&utm_campaign=cheap
2021-09-16,Crazy discounts,Improvement,2372,16049,12475,150,1,2297,utm_source=google&utm_mediun=cpc&utm_campaign=nan
2022-06-12,Expansion,Products,33442,19709,15435,31,1,24296,utm_source=google&utm_mediun=cpc&utm_campaign=upgrade
2021-11-19,Wholesale,Clean,1431,1904,3822,5,1,1770,utm_source=google&utm_mediun=cpc&utm_campaign=cheap
2022-06-01,Hobbies,Tinkering,1048,29375,11669,39,2,984,utm_source=google&utm_mediun=cpc&utm_campaign=upgrades
2022-06-12,Hobbies,Tinkering,6652,10956,38064,87,1,8072,utm_source=google&utm_mediun=cpc&utm_campaign=upgrades
2021-10-21,Wholesale,Interests,747,2187,1509,19,1,578,utm_source=google&utm_mediun=cpc&utm_campaign=hobby
2021-02-20,Discounts,True power,3562,9250,12151,128,1,5614,utm_source=google&utm_mediun=cpc&utm_campaign=discounts
2021-07-01,Wholesale,Starting up,0,11,7,0,0,0,utm_source=google&utm_mediun=cpc&utm_campaign=startup
2021-06-19,Promos,Parents,5924,17075,14467,22,4,9061,utm_source=google&utm_mediun=cpc&utm_campaign=discounts
2021-08-29,Electronics,Narrow,11206,23068,86755,385,9,12915,utm_source=google&utm_mediun=cpc&utm_campaign=discounts
2021-07-06,New items,Presents,995,3220,2666,80,0,1499,utm_source=google&utm_mediun=cpc&utm_campaign=presents
2020-12-10,Discounts,True power,678,7192,9742,29,1,977,utm_source=google&utm_mediun=cpc&utm_campaign=discounts
2022-06-14,Hobbies,Business,3189,8535,18047,59,1,4453,utm_source=google&utm_mediun=cpc&utm_campaign=upgrades
2022-06-09,Expansion,Products,7454,10611,15912,57,1,8767,utm_source=google&utm_mediun=cpc&utm_campaign=upgrade
2021-07-09,Crazy discounts,Improvement,3010,8947,7096,172,5,4241,utm_source=google&utm_mediun=cpc&utm_campaign=nan
2022-03-29,Hobbies,Tinkering,2084,30709,33769,227,2,2454,utm_source=google&utm_mediun=cpc&utm_campaign=upgrades
2021-08-06,Wholesale,Wide,607,1003,2012,11,0,447,utm_source=google&utm_mediun=cpc&utm_campaign=cheap
2022-03-24,Expansion,Unknown,10566,8442,9226,92,3,8535,utm_source=google&utm_mediun=cpc&utm_campaign=twitch
2022-06-28,Hobbies,Unlimited,6334,8119,29995,133,0,8177,utm_source=google&utm_mediun=cpc&utm_campaign=upgrades
2022-06-24,Hobbies,Unlimited,1624,4805,20822,94,3,1129,utm_source=google&utm_mediun=cpc&utm_campaign=upgrades
2021-10-24,Crazy discounts,Improvement,1067,2084,4675,11,1,1599,utm_source=google&utm_mediun=cpc&utm_campaign=nan
2022-07-09,Expansion,Products,36999,10887,6800,12,3,27714,utm_source=google&utm_mediun=cpc&utm_campaign=upgrade
2021-11-22,Wholesale,Clean,1178,864,2754,18,1,1730,utm_source=google&utm_mediun=cpc&utm_campaign=cheap
2020-12-04,Discounts,True power,616,4891,13212,97,5,691,utm_source=google&utm_mediun=cpc&utm_campaign=discounts
2021-11-30,Wholesale,Clean,1836,761,2478,25,0,2713,utm_source=google&utm_mediun=cpc&utm_campaign=cheap
2021-09-30,Wholesale,Interests,3575,3357,1315,17,1,5272,utm_source=google&utm_mediun=cpc&utm_campaign=hobby
2022-04-12,Hobbies,Slow,2331,14840,29404,82,2,3102,utm_source=google&utm_mediun=cpc&utm_campaign=upgrades
2021-06-29,Wholesale,Interests,2016,1889,1933,40,2,2189,utm_source=google&utm_mediun=cpc&utm_campaign=hobby
2022-05-12,Hobbies,Outdoors,3235,33530,23732,276,3,3225,utm_source=google&utm_mediun=cpc&utm_campaign=upgrades
2021-07-08,Wholesale,Interests,7447,16051,10489,242,7,10379,utm_source=google&utm_mediun=cpc&utm_campaign=hobby
2021-06-26,Promos,Parents,2758,16648,8831,127,0,3647,utm_source=google&utm_mediun=cpc&utm_campaign=discounts
2022-04-06,Expansion,Products,30935,16269,6485,98,2,33858,utm_source=google&utm_mediun=cpc&utm_campaign=upgrade
2021-11-06,Wholesale,Interests,1047,2925,848,9,0,918,utm_source=google&utm_mediun=cpc&utm_campaign=hobby
2021-11-06,Wholesale,Clean,1060,1176,3858,21,1,1131,utm_source=google&utm_mediun=cpc&utm_campaign=cheap
2021-09-03,Electronics,Narrow,30007,85299,98251,540,8,38408,utm_source=google&utm_mediun=cpc&utm_campaign=discounts
2021-09-17,Wholesale,Interests,3120,1475,1157,12,1,4660,utm_source=google&utm_mediun=cpc&utm_campaign=hobby
2022-04-26,Hobbies,Tinkering,2240,29486,64243,87,11,2313,utm_source=google&utm_mediun=cpc&utm_campaign=upgrades
2021-09-29,Promos,Parents,12537,44257,17310,258,3,9321,utm_source=google&utm_mediun=cpc&utm_campaign=discounts
2022-04-16,Expansion,Products,19639,6689,4989,41,3,18970,utm_source=google&utm_mediun=cpc&utm_campaign=upgrade
2022-04-07,Expansion,Pretty,24516,9319,5462,220,5,17981,utm_source=google&utm_mediun=cpc&utm_campaign=twitch
2020-11-12,Discounts,True power,332,9124,2900,252,6,440,utm_source=google&utm_mediun=cpc&utm_campaign=discounts
2021-10-18,Wholesale,Interests,1376,1120,6269,37,1,921,utm_source=google&utm_mediun=cpc&utm_campaign=hobby
2021-06-04,Promos,Parents,3956,11149,15909,110,2,5697,utm_source=google&utm_mediun=cpc&utm_campaign=discounts
2021-08-19,New items,Development,3791,8493,9542,139,0,6236,utm_source=google&utm_mediun=cpc&utm_campaign=nan
2021-06-20,Wholesale,Starting up,1016,20068,21311,94,3,1430,utm_source=google&utm_mediun=cpc&utm_campaign=startup
2022-06-24,Expansion,Products,23676,15690,19896,88,0,15696,utm_source=google&utm_mediun=cpc&utm_campaign=upgrade
2021-04-29,Promos,Parents,1834,4658,5910,39,1,1801,utm_source=google&utm_mediun=cpc&utm_campaign=discounts
2022-04-17,Expansion,Pretty,31617,16733,2384,122,5,50914,utm_source=google&utm_mediun=cpc&utm_campaign=twitch
2021-12-04,Wholesale,Interests,165,582,383,4,0,182,utm_source=google&utm_mediun=cpc&utm_campaign=hobby
2021-10-03,Promos,Parents,14433,39805,31417,272,1,10424,utm_source=google&utm_mediun=cpc&utm_campaign=discounts
2021-02-01,Discounts,True power,2096,5491,5994,42,2,2608,utm_source=google&utm_mediun=cpc&utm_campaign=discounts
2021-07-15,Wholesale,Interests,10670,5551,13524,68,2,17407,utm_source=google&utm_mediun=cpc&utm_campaign=hobby
2022-06-13,Hobbies,Business,1123,10939,19196,56,0,1313,utm_source=google&utm_mediun=cpc&utm_campaign=upgrades
2021-09-26,Electronics,Narrow,18733,10788,27348,199,7,19927,utm_source=google&utm_mediun=cpc&utm_campaign=discounts
2021-10-04,Electronics,Narrow,13327,32370,26539,213,2,14609,utm_source=google&utm_mediun=cpc&utm_campaign=discounts
2021-06-22,Electronics,Narrow,600,2280,2566,41,0,665,utm_source=google&utm_mediun=cpc&utm_campaign=discounts
2021-08-23,Promos,Parents,6811,9703,21415,104,2,5921,utm_source=google&utm_mediun=cpc&utm_campaign=discounts
2022-03-27,Expansion,Top gear,1053,351,979,14,0,876,utm_source=google&utm_mediun=cpc&utm_campaign=top_gear
2021-06-28,Promos,Parents,5744,18307,16518,20,0,7722,utm_source=google&utm_mediun=cpc&utm_campaign=discounts
2021-12-14,Wholesale,Wide,1337,1191,1805,38,0,1306,utm_source=google&utm_mediun=cpc&utm_campaign=cheap
2021-08-25,New items,Development,877,3319,4382,128,0,1168,utm_source=google&utm_mediun=cpc&utm_campaign=nan
2021-09-23,Wholesale,Clean,2960,9497,6414,25,0,3211,utm_source=google&utm_mediun=cpc&utm_campaign=cheap
2021-11-10,Wholesale,Clean,777,3626,4470,13,0,734,utm_source=google&utm_mediun=cpc&utm_campaign=cheap
2022-04-20,Hobbies,Slow,4764,4867,11778,268,6,7183,utm_source=google&utm_mediun=cpc&utm_campaign=upgrades
2021-08-11,Wholesale,Wide,2457,3093,5838,31,2,1790,utm_source=google&utm_mediun=cpc&utm_campaign=cheap
2022-04-04,Expansion,Top gear,1828,412,478,7,0,2089,utm_source=google&utm_mediun=cpc&utm_campaign=top_gear
2022-03-19,Expansion,Products,3083,3431,2524,7,1,2434,utm_source=google&utm_mediun=cpc&utm_campaign=upgrade
2021-10-14,Electronics,Narrow,3491,63367,21088,139,6,3545,utm_source=google&utm_mediun=cpc&utm_campaign=discounts
2022-05-19,Hobbies,Slow,4337,22483,13476,172,3,7109,utm_source=google&utm_mediun=cpc&utm_campaign=upgrades
2021-05-25,Promos,Parents,1126,2237,6130,19,0,1776,utm_source=google&utm_mediun=cpc&utm_campaign=discounts
2021-12-08,Wholesale,Wide,1927,2724,1878,17,1,1262,utm_source=google&utm_mediun=cpc&utm_campaign=cheap
2022-06-17,Hobbies,Tinkering,5001,39947,23001,83,4,8176,utm_source=google&utm_mediun=cpc&utm_campaign=upgrades
2021-08-06,Wholesale,Interests,11731,19501,6267,162,6,16431,utm_source=google&utm_mediun=cpc&utm_campaign=hobby
2022-05-03,Hobbies,Outdoors,1883,24896,95031,63,5,1541,utm_source=google&utm_mediun=cpc&utm_campaign=upgrades
2020-12-05,Discounts,True power,1622,2218,8158,250,5,2501,utm_source=google&utm_mediun=cpc&utm_campaign=discounts
2022-03-29,Expansion,Unknown,12319,921,5966,41,0,12186,utm_source=google&utm_mediun=cpc&utm_campaign=twitch
2021-10-10,Crazy discounts,Improvement,1383,11206,3710,23,1,1048,utm_source=google&utm_mediun=cpc&utm_campaign=nan
2021-07-14,Promos,Parents,6770,15096,11503,114,2,10337,utm_source=google&utm_mediun=cpc&utm_campaign=discounts
2021-09-26,Crazy discounts,Improvement,647,5056,2536,183,2,629,utm_source=google&utm_mediun=cpc&utm_campaign=nan
2022-04-03,Hobbies,Slow,1193,25009,20738,163,7,1025,utm_source=google&utm_mediun=cpc&utm_campaign=upgrades
2021-10-04,Wholesale,Clean,5103,7845,2294,65,1,5236,utm_source=google&utm_mediun=cpc&utm_campaign=cheap
2021-09-29,Crazy discounts,Improvement,2293,4333,6676,18,2,1997,utm_source=google&utm_mediun=cpc&utm_campaign=nan
2022-05-30,Hobbies,Outdoors,2926,7244,19128,138,1,2873,utm_source=google&utm_mediun=cpc&utm_campaign=upgrades
2021-12-23,Wholesale,Interests,392,3672,2420,11,0,556,utm_source=google&utm_mediun=cpc&utm_campaign=hobby
2021-09-15,Crazy discounts,Improvement,631,4122,9812,331,1,682,utm_source=google&utm_mediun=cpc&utm_campaign=nan
2021-06-23,Wholesale,Wide,1714,2117,845,16,1,1466,utm_source=google&utm_mediun=cpc&utm_campaign=cheap
2022-04-08,Expansion,Top gear,1413,288,195,6,0,1247,utm_source=google&utm_mediun=cpc&utm_campaign=top_gear
2021-12-13,Wholesale,Wide,2383,3199,2009,28,1,2507,utm_source=google&utm_mediun=cpc&utm_campaign=cheap
2021-10-13,Electronics,Narrow,4294,16593,17753,89,2,5311,utm_source=google&utm_mediun=cpc&utm_campaign=discounts
2021-12-21,Wholesale,Clean,978,2589,1379,13,0,1539,utm_source=google&utm_mediun=cpc&utm_campaign=cheap
2021-07-11,New items,Development,1742,2302,5110,107,2,2138,utm_source=google&utm_mediun=cpc&utm_campaign=nan
2021-04-21,Electronics,Narrow,5284,36737,16729,447,7,3948,utm_source=google&utm_mediun=cpc&utm_campaign=discounts
2021-09-20,Wholesale,Interests,2071,3408,9632,65,2,3276,utm_source=google&utm_mediun=cpc&utm_campaign=hobby
2021-07-31,Promos,Parents,2320,18822,5078,97,1,2835,utm_source=google&utm_mediun=cpc&utm_campaign=discounts
2021-10-14,Wholesale,Wide,2047,817,1248,13,0,2740,utm_source=google&utm_mediun=cpc&utm_campaign=cheap
2021-08-21,New items,Development,3086,13617,3948,204,1,4004,utm_source=google&utm_mediun=cpc&utm_campaign=nan
2021-10-20,Wholesale,Wide,1009,2315,1485,5,0,906,utm_source=google&utm_mediun=cpc&utm_campaign=cheap
2021-12-15,Wholesale,Clean,280,3658,670,2,0,274,utm_source=google&utm_mediun=cpc&utm_campaign=cheap
2021-09-04,Wholesale,Interests,3379,1491,7118,35,2,4692,utm_source=google&utm_mediun=cpc&utm_campaign=hobby
2021-09-20,Electronics,Narrow,12608,52062,59530,154,6,18861,utm_source=google&utm_mediun=cpc&utm_campaign=discounts
2021-08-01,Electronics,Narrow,7819,13660,38512,397,0,7841,utm_source=google&utm_mediun=cpc&utm_campaign=discounts
2021-08-13,Crazy discounts,Improvement,2196,3537,3314,91,1,2358,utm_source=google&utm_mediun=cpc&utm_campaign=nan
2021-07-26,New items,Development,5998,4575,11311,176,2,4528,utm_source=google&utm_mediun=cpc&utm_campaign=nan
2022-05-14,Hobbies,Tinkering,913,32866,3875,190,3,1405,utm_source=google&utm_mediun=cpc&utm_campaign=upgrades
2021-06-20,Promos,Parents,5237,8865,10882,219,2,5456,utm_source=google&utm_mediun=cpc&utm_campaign=discounts
2021-07-02,New items,Presents,1256,3808,1663,60,1,1869,utm_source=google&utm_mediun=cpc&utm_campaign=presents
2021-07-20,Electronics,Narrow,19889,77189,19618,653,10,16984,utm_source=google&utm_mediun=cpc&utm_campaign=discounts
2022-04-23,Expansion,Products,39832,26721,10810,69,3,44726,utm_source=google&utm_mediun=cpc&utm_campaign=upgrade
2021-12-11,Wholesale,Interests,501,1475,938,26,1,341,utm_source=google&utm_mediun=cpc&utm_campaign=hobby
2021-01-16,Brand,Improved,50,2154,1774,1,0,57,utm_source=google&utm_mediun=cpc&utm_campaign=recognition
2021-07-10,Crazy discounts,Improvement,2224,18336,9672,68,4,3527,utm_source=google&utm_mediun=cpc&utm_campaign=nan
2021-08-03,Wholesale,Interests,7366,28850,6535,53,8,5057,utm_source=google&utm_mediun=cpc&utm_campaign=hobby
2021-09-27,Wholesale,Clean,6333,2337,7690,46,1,5757,utm_source=google&utm_mediun=cpc&utm_campaign=cheap
2021-11-17,Wholesale,Interests,1593,1414,3429,19,1,2369,utm_source=google&utm_mediun=cpc&utm_campaign=hobby
2021-07-03,Wholesale,Starting up,6,31,36,0,0,6,utm_source=google&utm_mediun=cpc&utm_campaign=startup
2021-12-29,Wholesale,Wide,1791,3869,2546,16,1,2111,utm_source=google&utm_mediun=cpc&utm_campaign=cheap
2022-05-22,Hobbies,Abstract,1657,10875,9120,68,2,1244,utm_source=google&utm_mediun=cpc&utm_campaign=upgrades
2022-04-20,Expansion,Top gear,646,257,268,6,0,682,utm_source=google&utm_mediun=cpc&utm_campaign=top_gear
2021-11-01,Wholesale,Clean,963,3360,6014,6,1,647,utm_source=google&utm_mediun=cpc&utm_campaign=cheap
2021-06-28,Crazy discounts,Improvement,2612,2291,18396,147,4,2692,utm_source=google&utm_mediun=cpc&utm_campaign=nan
2021-11-07,Wholesale,Interests,484,3996,2384,29,1,395,utm_source=google&utm_mediun=cpc&utm_campaign=hobby
2022-05-30,Hobbies,Specific,3211,4714,12085,44,1,2313,utm_source=google&utm_mediun=cpc&utm_campaign=upgrades
2021-02-22,Discounts,True power,5231,11383,7439,488,0,8090,utm_source=google&utm_mediun=cpc&utm_campaign=discounts
2021-09-05,Electronics,Narrow,32003,102917,32340,109,4,21021,utm_source=google&utm_mediun=cpc&utm_campaign=discounts
2021-09-16,Wholesale,Wide,2756,3195,2152,4,1,3453,utm_source=google&utm_mediun=cpc&utm_campaign=cheap
2021-07-02,Crazy discounts,Improvement,2173,17347,13117,41,8,3449,utm_source=google&utm_mediun=cpc&utm_campaign=nan
2021-07-16,Wholesale,Wide,4743,17865,4243,130,0,6344,utm_source=google&utm_mediun=cpc&utm_campaign=cheap
2022-05-15,Hobbies,Slow,4297,19761,24589,33,0,7072,utm_source=google&utm_mediun=cpc&utm_campaign=upgrades
2022-04-01,Expansion,Top gear,987,647,758,22,1,1304,utm_source=google&utm_mediun=cpc&utm_campaign=top_gear
2022-04-06,Expansion,Unknown,35917,20812,18481,51,1,29743,utm_source=google&utm_mediun=cpc&utm_campaign=twitch
2022-06-01,Expansion,Products,28630,36020,34295,76,3,22434,utm_source=google&utm_mediun=cpc&utm_campaign=upgrade
2022-05-21,Hobbies,Abstract,3274,20646,2410,32,0,3048,utm_source=google&utm_mediun=cpc&utm_campaign=upgrades
2021-09-12,Promos,Parents,8152,14733,11432,165,1,8531,utm_source=google&utm_mediun=cpc&utm_campaign=discounts
2022-04-08,Expansion,Streaming,31701,39346,32417,564,4,44487,utm_source=google&utm_mediun=cpc&utm_campaign=twitch
2022-03-30,Hobbies,Outdoors,2475,12062,35897,433,11,1800,utm_source=google&utm_mediun=cpc&utm_campaign=upgrades
2021-07-26,Promos,Parents,2098,9476,7428,88,1,2132,utm_source=google&utm_mediun=cpc&utm_campaign=discounts
2021-01-30,Discounts,True power,2077,3945,3919,96,4,3310,utm_source=google&utm_mediun=cpc&utm_campaign=discounts
2022-06-04,Hobbies,Tinkering,2460,3690,10393,106,1,1914,utm_source=google&utm_mediun=cpc&utm_campaign=upgrades
2020-12-15,Discounts,True power,2069,1574,3645,106,1,2874,utm_source=google&utm_mediun=cpc&utm_campaign=discounts
2021-08-08,Electronics,Narrow,22239,76835,51064,905,10,23473,utm_source=google&utm_mediun=cpc&utm_campaign=discounts
2021-10-25,Wholesale,Interests,2077,6242,1167,9,0,1527,utm_source=google&utm_mediun=cpc&utm_campaign=hobby
2021-06-30,Wholesale,Wide,657,918,716,2,0,950,utm_source=google&utm_mediun=cpc&utm_campaign=cheap
2021-09-09,Crazy discounts,Improvement,1252,15992,3997,144,4,1581,utm_source=google&utm_mediun=cpc&utm_campaign=nan
2021-09-02,Crazy discounts,Improvement,1562,11394,16902,209,4,2564,utm_source=google&utm_mediun=cpc&utm_campaign=nan
2022-04-19,Hobbies,Tinkering,2929,49885,46059,110,8,4190,utm_source=google&utm_mediun=cpc&utm_campaign=upgrades
2021-10-03,Wholesale,Wide,17,20,20,0,0,20,utm_source=google&utm_mediun=cpc&utm_campaign=cheap
2021-08-26,Promos,Parents,5771,25307,14061,132,3,6537,utm_source=google&utm_mediun=cpc&utm_campaign=discounts
2022-05-19,Expansion,Products,10384,31097,25700,15,4,7814,utm_source=google&utm_mediun=cpc&utm_campaign=upgrade
2022-05-22,Expansion,Products,15728,20331,14429,52,3,23274,utm_source=google&utm_mediun=cpc&utm_campaign=upgrade
2022-04-01,Expansion,Products,15413,16995,17873,71,1,14553,utm_source=google&utm_mediun=cpc&utm_campaign=upgrade
2022-03-31,Expansion,Top gear,2603,549,678,4,1,2048,utm_source=google&utm_mediun=cpc&utm_campaign=top_gear
2021-12-29,Wholesale,Interests,2306,3304,3878,3,0,2236,utm_source=google&utm_mediun=cpc&utm_campaign=hobby
2022-03-26,Hobbies,Tinkering,790,13198,11434,199,1,734,utm_source=google&utm_mediun=cpc&utm_campaign=upgrades
2021-06-25,Crazy discounts,Improvement,1662,19582,19114,126,0,1699,utm_source=google&utm_mediun=cpc&utm_campaign=nan
2022-03-28,Hobbies,Slow,392,10062,28967,129,4,519,utm_source=google&utm_mediun=cpc&utm_campaign=upgrades
2021-07-10,New items,Development,1456,9613,4060,22,2,2247,utm_source=google&utm_mediun=cpc&utm_campaign=nan
2021-11-20,Wholesale,Clean,2781,5423,3619,21,0,2369,utm_source=google&utm_mediun=cpc&utm_campaign=cheap
2021-05-22,New items,Development,1760,6878,5704,13,3,1185,utm_source=google&utm_mediun=cpc&utm_campaign=nan
2021-02-28,Discounts,True power,0,0,0,0,0,0,utm_source=google&utm_mediun=cpc&utm_campaign=discounts
2021-12-12,Wholesale,Clean,1260,1445,4499,10,1,1022,utm_source=google&utm_mediun=cpc&utm_campaign=cheap
2021-07-07,Crazy discounts,Improvement,2388,4997,19752,44,2,3280,utm_source=google&utm_mediun=cpc&utm_campaign=nan
2022-06-08,Hobbies,Specific,3466,10011,38736,127,3,2703,utm_source=google&utm_mediun=cpc&utm_campaign=upgrades
2022-06-14,Hobbies,Specific,1167,32516,13530,66,1,1284,utm_source=google&utm_mediun=cpc&utm_campaign=upgrades
2022-05-09,Hobbies,Slow,2520,25217,21162,21,1,1779,utm_source=google&utm_mediun=cpc&utm_campaign=upgrades
2021-07-13,New items,Development,988,4261,1148,33,1,898,utm_source=google&utm_mediun=cpc&utm_campaign=nan
2021-06-27,Promos,Parents,2531,2610,14690,151,3,4095,utm_source=google&utm_mediun=cpc&utm_campaign=discounts
2022-03-26,Expansion,Top gear,1162,263,372,5,0,1045,utm_source=google&utm_mediun=cpc&utm_campaign=top_gear
2021-11-30,Wholesale,Interests,1956,4090,4681,15,0,1697,utm_source=google&utm_mediun=cpc&utm_campaign=hobby
2022-03-25,Expansion,Products,5878,2772,3530,26,0,6113,utm_source=google&utm_mediun=cpc&utm_campaign=upgrade
2021-07-09,Wholesale,Interests,11445,21603,15105,206,5,7491,utm_source=google&utm_mediun=cpc&utm_campaign=hobby
2022-05-04,Hobbies,Slow,1468,9789,8307,19,0,2001,utm_source=google&utm_mediun=cpc&utm_campaign=upgrades
2022-05-31,Expansion,Products,19562,17491,6103,19,6,26515,utm_source=google&utm_mediun=cpc&utm_campaign=upgrade
2022-04-11,Expansion,Pretty,11048,2466,12289,76,2,17872,utm_source=google&utm_mediun=cpc&utm_campaign=twitch
2022-04-21,Expansion,Products,7327,3435,4430,97,5,8642,utm_source=google&utm_mediun=cpc&utm_campaign=upgrade
2021-10-15,Wholesale,Interests,3002,576,4517,5,1,3630,utm_source=google&utm_mediun=cpc&utm_campaign=hobby
2021-09-13,Wholesale,Wide,2420,4982,5259,15,1,2689,utm_source=google&utm_mediun=cpc&utm_campaign=cheap
2022-06-02,Hobbies,Tinkering,4490,26173,8769,79,0,5572,utm_source=google&utm_mediun=cpc&utm_campaign=upgrades
2021-06-27,Crazy discounts,Improvement,2703,13606,9988,48,5,1820,utm_source=google&utm_mediun=cpc&utm_campaign=nan
2022-04-11,Expansion,Unknown,13864,2365,7163,159,3,21976,utm_source=google&utm_mediun=cpc&utm_campaign=twitch
